         356816814 function calls (356815059 primitive calls) in 847.812 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    0.103    0.034 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\frame.py:3867(_reindex_axes)
        9    0.000    0.000    0.000    0.000 {method 'max' of 'numpy.ndarray' objects}
        9    0.000    0.000    0.001    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\indexes\base.py:1685(is_boolean)
        9    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(copyto)
        6    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\resample.py:107(__getattr__)
        6    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\dtypes\missing.py:341(_isna_compat)
        6    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\arrays\datetimes.py:542(__array__)
       24    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\io\parsers.py:3335(_make_date_converter)
        3    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\groupby\ops.py:753(__init__)
       36    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
       24    0.000    0.000    0.000    0.000 {built-in method sys.getfilesystemencoding}
        3    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\util\_validators.py:218(validate_axis_style_args)
       21    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\io\parsers.py:1309(_validate_skipfooter_arg)
        3    0.000    0.000    0.004    0.001 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\arrays\datetimelike.py:1000(_hasnans)
        3    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\groupby\grouper.py:227(__new__)
        3    0.000    0.000    0.002    0.001 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\generic.py:4465(_reindex_axes)
       18    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\indexes\base.py:3896(_get_engine_target)
       42    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\indexes\numeric.py:81(_validate_dtype)
        3    0.000    0.000    0.000    0.000 {method 'get_loc' of 'pandas._libs.index.IndexEngine' objects}
        3    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\generic.py:1424(_is_label_reference)
        3    0.000    0.000    0.001    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\tools\datetimes.py:175(_box_as_indexlike)
        3    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\io\parsers.py:2097(_set_noconvert_columns)
       21    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\indexes\range.py:214(start)
       12    0.000    0.000    0.023    0.002 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\indexes\base.py:1571(is_monotonic)
        6    0.000    0.000    0.002    0.000 <__array_function__ internals>:2(isclose)
        6    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\dtypes\dtypes.py:694(construct_from_string)
        9    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\generic.py:372(_get_axis_name)
        6    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\dtypes\dtypes.py:1062(construct_from_string)
        3    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\io\parsers.py:2118(_set)
       12    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
        3    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\groupby\generic.py:1696(_get_data_to_aggregate)
       21    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:389(parent)
        6    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\codecs.py:186(__init__)
        6    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\generic.py:1450(<genexpr>)
        6    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\re.py:223(split)
        6    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\tseries\frequencies.py:550(_maybe_coerce_freq)
        3    0.000    0.000    0.001    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\indexes\base.py:5204(delete)
        6    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(zeros_like)
        3    0.000    0.000    0.127    0.042 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\indexes\extension.py:77(method)
        6    0.000    0.000    0.000    0.000 {method 'swapaxes' of 'numpy.ndarray' objects}
        3    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\generic.py:4490(_needs_reindex_multi)
        6    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\dtypes\dtypes.py:853(construct_from_string)
       21    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\io\parsers.py:2753(<setcomp>)
        3    0.000    0.000    0.451    0.150 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\resample.py:934(g)
        3    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\base.py:743(to_numpy)
       24    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\io\parsers.py:1219(_create_index)
        3    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\indexes\base.py:2851(get_loc)
       42    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\_collections_abc.py:268(__iter__)
        6    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(can_cast)
        6    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(empty_like)
        6    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:3075(ndim)
        6    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\common.py:211(count_not_none)
       45    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\numpy\core\numerictypes.py:622(<listcomp>)
        9    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\indexes\extension.py:228(_get_engine_target)
        6    0.000    0.000    0.001    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\dtypes\missing.py:507(_maybe_fill)
        6    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(sort)
        3    0.000    0.000    0.001    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\groupby\ops.py:856(result_index)
        3    0.000    0.000    0.003    0.001 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\internals\construction.py:360(extract_index)
       21    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\io\parsers.py:3116(_clear_buffer)
        3    0.000    0.000    0.128    0.043 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\base.py:281(_aggregate)
        3    0.000    0.000    0.260    0.087 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\tseries\frequencies.py:230(get_freq)
       21    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\xlrd\xlsx.py:30(ensure_elementtree_imported)
       28    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:995(_argsort_dispatcher)
        6    0.000    0.000    0.000    0.000 {method 'match' of 're.Pattern' objects}
        3    0.000    0.000    0.001    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\internals\managers.py:728(get_numeric_data)
        3    0.000    0.000    0.003    0.001 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\groupby\ops.py:873(<listcomp>)
       21    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\io\parsers.py:2818(_handle_usecols)
        3    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\resample.py:393(_apply_loffset)
       24    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\io\parsers.py:1339(_validate_usecols_arg)
        3    0.000    0.000    0.007    0.002 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\io\parsers.py:948(close)
       21    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\reshape\concat.py:584(_maybe_check_integrity)
        3    0.000    0.000    0.002    0.001 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\generic.py:3369(xs)
        3    0.000    0.000    0.003    0.001 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\groupby\ops.py:871(groupings)
       27    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\series.py:381(_constructor)
        3    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(nonzero)
        3    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\numpy\core\numeric.py:144(ones)
        6    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\dtypes\common.py:947(is_datetime64_ns_dtype)
       21    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
        6    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(result_type)
        3    0.000    0.000    0.000    0.000 {method 'to_datetime64' of 'pandas._libs.tslibs.nattype._NaT' objects}
        6    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\dtypes\dtypes.py:281(construct_from_string)
       21    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\xlrd\xlsx.py:485(do_cellstylexfs)
       30    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        6    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(ndim)
       24    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\urllib\parse.py:399(_checknetloc)
       24    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\common.py:215(<genexpr>)
       36    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\internals\blocks.py:2052(_can_hold_na)
        6    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\resample.py:137(ax)
        3    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\dtypes\inference.py:360(is_sequence)
        3    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\indexes\base.py:4976(_maybe_cast_indexer)
        3    0.000    0.000    0.104    0.035 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\util\_decorators.py:307(wrapper)
        3    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\groupby\grouper.py:605(get_grouper)
        3    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\arrays\datetimes.py:2310(_maybe_normalize_endpoints)
        3    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\arrays\datetimes.py:2267(_infer_tz_from_endpoints)
        3    0.000    0.000    0.128    0.043 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\base.py:251(_try_aggregate_string_function)
        3    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\generic.py:3180(_set_as_cached)
        3    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\generic.py:3213(_maybe_update_cacher)
        6    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\arrays\sparse\dtype.py:187(construct_from_string)
        3    0.000    0.000    0.035    0.012 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\resample.py:179(_set_binner)
        3    0.000    0.000    0.001    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\internals\managers.py:597(convert)
       12    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:71(<dictcomp>)
       21    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\indexes\range.py:237(stop)
       24    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        3    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\groupby\grouper.py:270(__init__)
        9    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\numpy\core\_methods.py:37(_amax)
        3    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\io\parsers.py:2228(<dictcomp>)
       24    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\nanops.py:168(_get_fill_value)
       21    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\indexes\range.py:260(step)
        3    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\groupby\grouper.py:829(_convert_grouper)
       21    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\io\excel\_util.py:124(_maybe_convert_usecols)
        6    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\indexes\base.py:1324(rename)
       27    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\indexes\base.py:1378(nlevels)
        3    0.000    0.000    0.015    0.005 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:437(repeat)
        3    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(delete)
       21    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\xlrd\xlsx.py:190(cnv_xsd_boolean)
        6    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\arrays\datetimelike.py:524(__array__)
        3    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\aggregation.py:235(maybe_mangle_lambdas)
        3    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\internals\managers.py:1553(from_blocks)
        3    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\indexes\range.py:393(_shallow_copy)
        3    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\groupby\groupby.py:632(_selected_obj)
       15    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\indexes\range.py:643(<genexpr>)
        3    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\resample.py:1102(_wrap_result)
        3    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\indexers.py:298(deprecate_ndim_indexing)
        3    0.000    0.000    0.003    0.001 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\groupby\groupby.py:2670(_reindex_output)
       24    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\internals\managers.py:1621(is_consolidated)
        3    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\io\parsers.py:1559(_should_parse_dates)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1508(<setcomp>)
        6    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
        3    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\indexes\base.py:1755(is_floating)
        3    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\compat\numpy\function.py:384(validate_resampler_func)
        3    0.000    0.000    0.001    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\groupby\ops.py:295(ngroups)
        9    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\Desktop\Internship\Task1.py:22(<listcomp>)
        3    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\groupby\groupby.py:697(__getattr__)
        3    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\tseries\frequencies.py:575(_is_annual)
        3    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\io\parsers.py:2226(<listcomp>)
        3    0.000    0.000    0.001    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:1816(nonzero)
        6    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\internals\blocks.py:619(convert)
       21    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\io\excel\_base.py:370(close)
        3    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\resample.py:161(_convert_obj)
       21    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\xlrd\xlsx.py:488(do_cellxfs)
        3    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\base.py:669(size)
        9    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\arrays\datetimes.py:474(_box_func)
       21    0.000    0.000    0.000    0.000 {function FrozenList.__getitem__ at 0x0000016ED181FC10}
        3    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(diff)
        3    0.000    0.000    0.015    0.005 <__array_function__ internals>:2(repeat)
        6    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\indexes\base.py:5621(ensure_has_len)
        6    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\io\parsers.py:1526(<genexpr>)
        3    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\internals\managers.py:735(<listcomp>)
        3    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\tseries\frequencies.py:580(_is_quarterly)
       21    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\indexes\base.py:561(<lambda>)
        3    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\dtypes\common.py:111(ensure_int_or_float)
        6    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\indexes\range.py:649(<listcomp>)
        3    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\io\parsers.py:3389(_isindex)
        9    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
       18    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        6    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\indexes\base.py:3275(_can_reindex)
        3    0.000    0.000    0.002    0.001 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\indexes\range.py:671(<listcomp>)
        3    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\dtypes\common.py:1509(is_complex_dtype)
        9    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\groupby\grouper.py:286(ax)
        9    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\numpy\core\multiarray.py:583(min_scalar_type)
        3    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\base.py:563(_get_cython_func)
        3    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\base.py:201(_obj_with_exclusions)
        9    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\numpy\core\multiarray.py:1043(copyto)
        3    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\aggregation.py:30(reconstruct_func)
       12    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:2333(_all_dispatcher)
        3    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\base.py:854(empty)
        3    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\generic.py:5234(<lambda>)
        6    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\compat\numpy\function.py:400(validate_minmax_axis)
        9    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\arrays\datetimelike.py:711(_values_for_argsort)
        3    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\tseries\frequencies.py:590(_is_weekly)
        3    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\resample.py:423(_wrap_result)
        3    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\generic.py:1555(<listcomp>)
        3    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\groupby\ops.py:867(names)
        3    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\base.py:66(_reset_cache)
        3    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\util\numba_.py:17(maybe_use_numba)
        3    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\tseries\frequencies.py:585(_is_monthly)
        3    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\generic.py:3609(_check_setitem_copy)
        6    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\numpy\core\numeric.py:2193(_isclose_dispatcher)
        3    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        6    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\numpy\core\multiarray.py:75(empty_like)
        3    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
        6    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:835(_sort_dispatcher)
        6    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:3071(_ndim_dispatcher)
        6    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\numpy\core\multiarray.py:634(result_type)
        6    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\numpy\core\multiarray.py:468(can_cast)
        6    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\numpy\core\numeric.py:71(_zeros_like_dispatcher)
        3    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\internals\construction.py:277(<listcomp>)
        6    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\generic.py:1445(<genexpr>)
        3    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\resample.py:133(obj)
        3    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        3    0.000    0.000    0.000    0.000 {method 'set_noconvert' of 'pandas._libs.parsers.TextReader' objects}
        3    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\arrays\datetimelike.py:1696(validate_endpoints)
        3    0.000    0.000    0.000    0.000 {method 'time' of 'datetime.datetime' objects}
        3    0.000    0.000    0.000    0.000 {built-in method from_iterable}
        3    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\internals\construction.py:274(<listcomp>)
        3    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\indexes\numeric.py:150(is_all_dates)
        3    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\io\parsers.py:1700(ix)
        3    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:1812(_nonzero_dispatcher)
        3    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\groupby\ops.py:863(levels)
        3    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\numpy\lib\function_base.py:4232(_delete_dispatcher)
        3    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\io\parsers.py:398(_validate_names)
        1    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\urllib\parse.py:84(clear_cache)
        3    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\arrays\datetimelike.py:1670(validate_periods)
        3    0.000    0.000    0.000    0.000 {pandas._libs.lib.item_from_zerodim}
        3    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:433(_repeat_dispatcher)
        3    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\numpy\lib\function_base.py:1148(_diff_dispatcher)
        3    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\internals\managers.py:385(<dictcomp>)
        3    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\generic.py:1496(<genexpr>)
        3    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\internals\construction.py:280(<listcomp>)
        3    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\internals\managers.py:1627(_consolidate_inplace)
